title,download_link,detail_page,number,type,language,date,version,product_name,file_name
M580 BMEP585040 Firmware SV2.80 V2.80,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=BMEP585040.7z&p_Doc_Ref=M580_BMEP585040_SV2.80,https://www.schneider-electric.cn/zh/download/document/M580_BMEP585040_SV2.80/,M580_BMEP585040_SV2.80,固件-发布,英语,2019-01-30,V2.80,Modicon M580,BMEP585040.7z
ION7650 V374 Firmware V374,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=7650V374.zip&p_Doc_Ref=ION7650_V374_Firmware,https://www.schneider-electric.cn/zh/download/document/ION7650_V374_Firmware/,ION7650_V374_Firmware,固件-发布,英语,2016-03-09,V374,ION7650,7650V374.zip
Com'X 200 v3.5.54 firmware update v3.5.54,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=Com%27X+v3.5.54.zip&p_Doc_Ref=ComX200_v3.5.54,https://www.schneider-electric.cn/zh/download/document/ComX200_v3.5.54/,ComX200_v3.5.54,固件-发布,英语,2019-07-30,v3.5.54,Com'X Box 物联网网关,Com%27X+v3.5.54.zip
Firmware LXM32M V01.26.03,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=LXM32M_V01.26.03.hex&p_Doc_Ref=Firmware+LXM32M+V01.24.03,https://www.schneider-electric.cn/zh/download/document/Firmware+LXM32M+V01.24.03/,Firmware LXM32M V01.24.03,固件-发布,英语,2017-05-05,1.0,Lexium 32系列伺服,LXM32M_V01.26.03.hex
M238 Firmware Update V2.0.30.15,https://download.schneider-electric.com/files?p_Archive_Name=M238+V2.0.30.15.zip&p_enDocType=Firmware&p_Doc_Ref=M238+V2.0.30.15,https://www.schneider-electric.cn/zh/download/document/M238+V2.0.30.15/,M238 V2.0.30.15,固件-发布,中文/ 德语/ 意大利语/ 法语/ 英语/ 西班牙语,2012-04-23,V2.0.30.15,Modicon M238,M238+V2.0.30.15.zip
TSXETG100 Firmware version V2.900,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=eg02900.bin&p_Doc_Ref=TSXETG100+Firmware+version+2.9,https://www.schneider-electric.cn/zh/download/document/TSXETG100+Firmware+version+2.9/,TSXETG100 Firmware version 2.9,固件-发布,英语,2011-06-14,V2.900,工业以太网交换机,eg02900.bin
BMKC80 Firmware upgrade & Control Expert hotfix SV1.5,https://download.schneider-electric.com/files?p_Archive_Name=BMKC80_Firmware_upgrade.zip&p_enDocType=Firmware&p_Doc_Ref=BMKC80_Firmware_upgrade,https://www.schneider-electric.cn/zh/download/document/BMKC80_Firmware_upgrade/,BMKC80_Firmware_upgrade,固件-发布,英语,2020-01-10,SV1.5,Modicon MC80 可编程逻辑控制器,BMKC80_Firmware_upgrade.zip
TCSEGDB23F24FA - M340 MBPL Proxy Firmware V1.03,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=BBV2590803_05.zip&p_Doc_Ref=M340+Modbus+Plus+Proxy+Firmware,https://www.schneider-electric.cn/zh/download/document/M340+Modbus+Plus+Proxy+Firmware/,M340 Modbus Plus Proxy Firmware,固件-发布,英语,2010-04-09,V1.03,"工业以太网交换机, Modicon M340",BBV2590803_05.zip
EGX300 v4.461 Firmware and 4.460 Disk Update v4.461,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=v4.461.zip&p_Doc_Ref=EGX300+v4.461+Firmware+and+4.460+Disk+Update,https://www.schneider-electric.cn/zh/download/document/EGX300+v4.461+Firmware+and+4.460+Disk+Update/,EGX300 v4.461 Firmware and 4.460 Disk Update,固件-发布,英语,2016-02-23,v4.461,EGX300,v4.461.zip
AccuSine PCSn Active Harmonic Filter Firmware Upgrade v002.001.006,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=AccuSine+PCSn+Firmware+Update+Files.zip&p_Doc_Ref=AccuSine_PCSn_firmware_update,https://www.schneider-electric.cn/zh/download/document/AccuSine_PCSn_firmware_update/,AccuSine_PCSn_firmware_update,固件-发布,英语,2020-04-10,v002.001.006,PCSN有源滤波器,AccuSine+PCSn+Firmware+Update+Files.zip
AccuSine PCS+ Active Harmonic Filter AND AccuSine PFV+ Electronic VAR Control Firmware Upgrade v001.006.004,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=AccuSine+PCSP+and+PFVP+Firmware+Update+Files.zip&p_Doc_Ref=AccuSine_PCSP_PFVP_Firmware,https://www.schneider-electric.cn/zh/download/document/AccuSine_PCSP_PFVP_Firmware/,AccuSine_PCSP_PFVP_Firmware,固件-发布,英语,2020-04-10,v001.006.004,AccuSine PCS+ 有源滤波器,AccuSine+PCSP+and+PFVP+Firmware+Update+Files.zip
Standard firmware PM5350 v1.11.0 v1.11.0,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=PM5350_OS_01_11_0.zip&p_Doc_Ref=PM5350_OS_01_11_0,https://www.schneider-electric.cn/zh/download/document/PM5350_OS_01_11_0/,PM5350_OS_01_11_0,固件-发布,英语,2011-08-17,v1.11.0,PM5350,PM5350_OS_01_11_0.zip
Firmware Release PacDrive LMCx0x V1.35.2.11,https://download.schneider-electric.com/files?p_Archive_Name=Firmware+LMCx0x+V1.35.2.11.zip&p_enDocType=Firmware&p_Doc_Ref=Firmware+LMCx0x+V1.35.2.11,https://www.schneider-electric.cn/zh/download/document/Firmware+LMCx0x+V1.35.2.11/,Firmware LMCx0x V1.35.2.11,固件-发布,英语,2012-12-14,V1.35.2.11,PacDrive3,Firmware+LMCx0x+V1.35.2.11.zip
U.motion Client Touch 7 firmware for Android 6 v2 Android 6 v2,https://download.schneider-electric.com/files?p_Archive_Name=Mxx260-0307_FW_Andr_6_2.zip&p_enDocType=Firmware&p_Doc_Ref=Mxx260-0307_FW_Andr_6_2,https://www.schneider-electric.cn/zh/download/document/Mxx260-0307_FW_Andr_6_2/,Mxx260-0307_FW_Andr_6_2,固件-发布,英语,2020-06-30,Android 6 v2,"KNX, U.motion",Mxx260-0307_FW_Andr_6_2.zip
LXM32M Multiloader Firmware V01.30.04,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=MLD_LXM32M_V01.30.04.zip&p_Doc_Ref=LXM32M_Multiloader_Firmware,https://www.schneider-electric.cn/zh/download/document/LXM32M_Multiloader_Firmware/,LXM32M_Multiloader_Firmware,固件-发布,英语,2020-07-31,V01.30.04,Lexium 32系列伺服,MLD_LXM32M_V01.30.04.zip
PM8000 v3.0.0 Firmware and Associated Files 3.0.0,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=PM8000_V003.000.000%2B599.zip&p_Doc_Ref=PM8000_meter_FW_v003.000.000,https://www.schneider-electric.cn/zh/download/document/PM8000_meter_FW_v003.000.000/,PM8000_meter_FW_v003.000.000,固件-发布,英语,2020-07-31,3.0.0,PM8000系列电能质量仪表,PM8000_V003.000.000%2B599.zip
ION9000 v3.0.0 Firmware and Associated Files 3.0.0,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=ION9000_V003.000.000%2B599.zip&p_Doc_Ref=ION9000_meter_FW_v003.000.000,https://www.schneider-electric.cn/zh/download/document/ION9000_meter_FW_v003.000.000/,ION9000_meter_FW_v003.000.000,固件-发布,英语,2020-07-31,3.0.0,ION9000电能质量监测装置,ION9000_V003.000.000%2B599.zip

Quick key firmware update V1.0,https://download.schneider-electric.com/files?p_Archive_Name=Quick+Key+Firmware+Version+0009_00+++25.03.2014.zip&p_enDocType=Firmware&p_Doc_Ref=Quick+Key+Firmware+Version+0009_00+++25.03.2014,https://www.schneider-electric.cn/zh/download/document/Quick+Key+Firmware+Version+0009_00+++25.03.2014/,Quick Key Firmware Version 0009_00 25.03.2014,固件-发布,英语,2014-06-10,V1.0,"Modicon M238, Modicon M218",Quick+Key+Firmware+Version+0009_00+++25.03.2014.zip

LXM32M Drive Firmware V01.30.04,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=LXM32M_V01.30.04.hex&p_Doc_Ref=LXM32M_Drive_Firmware,https://www.schneider-electric.cn/zh/download/document/LXM32M_Drive_Firmware/,LXM32M_Drive_Firmware,固件-发布,英语,2020-07-31,V01.30.04,Lexium 32系列伺服,LXM32M_V01.30.04.hex

Firmware PM5560 V1.00.0003 V1.0.3,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=PM5560_V1.00.0003.zip&p_Doc_Ref=PM5560_V1.00.0003,https://www.schneider-electric.cn/zh/download/document/PM5560_V1.00.0003/,PM5560_V1.00.0003,固件-发布,英语,2014-04-02,V1.0.3,PM5000,PM5560_V1.00.0003.zip

PM5310 V01.03.07.038 Firmware and associated Language File (PM5xxxLL2000) V01.03.07.038,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=PM5310.zip&p_Doc_Ref=PM5310_V01.03.07.038_FW%2Bassociated_LANG_file,https://www.schneider-electric.cn/zh/download/document/PM5310_V01.03.07.038_FW%252Bassociated_LANG_file/,,,,,,,PM5310.zip

PM8000 MID v3.0.0 Firmware and Associated Files v3.0.0,https://download.schneider-electric.com/files?p_Archive_Name=PM8000_MID_FW_v003.000.000.zip&p_enDocType=Firmware&p_Doc_Ref=PM8000_MID_FW_v003.000.000,https://www.schneider-electric.cn/zh/download/document/PM8000_MID_FW_v003.000.000/,PM8000_MID_FW_v003.000.000,固件-发布,英语,2020-10-02,v3.0.0,PM8000系列电能质量仪表,PM8000_MID_FW_v003.000.000.zip

EGX300 v4.380 Firmware and v4.380 Disk Update v4.380,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=v4.380.zip&p_Doc_Ref=EGX300+v4.380+Firmware+and+v4.380+Disk+Update,https://www.schneider-electric.cn/zh/download/document/EGX300+v4.380+Firmware+and+v4.380+Disk+Update/,EGX300 v4.380 Firmware and v4.380 Disk Update,固件-发布,英语,2014-11-07,v4.380,...,v4.380.zip

PM5331 V01.04.07.038 Firmware and associated Language File (PM5xxxLL2000) V01.04.07.038,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=PM5331.zip&p_Doc_Ref=PM5331_V01.04.07.038_FW%2Bassociated_LANG_file,https://www.schneider-electric.cn/zh/download/document/PM5331_V01.04.07.038_FW%252Bassociated_LANG_file/,,,,,,,PM5331.zip

PM5341 V01.04.07.023 Firmware and associated Language File (PM5xxxLL2000) V01.04.07.023,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=PM5341.zip&p_Doc_Ref=PM5341_V01.04.07.023_FW%2Bassociated_LANG_file,https://www.schneider-electric.cn/zh/download/document/PM5341_V01.04.07.023_FW%252Bassociated_LANG_file/,,,,,,,PM5341.zip

PM5320 V01.03.07.023 Firmware and associated Language File (PM5xxxLL2000) V01.03.07.023,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=PM5320.zip&p_Doc_Ref=PM5320_V01.03.07.023_FW%2Bassociated_LANG_file,https://www.schneider-electric.cn/zh/download/document/PM5320_V01.03.07.023_FW%252Bassociated_LANG_file/,,,,,,,PM5320.zip

PM5340 V01.03.07.023 Firmware and associated Language File (PM5xxxLL2000) V01.03.07.023,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=PM5340.zip&p_Doc_Ref=PM5340_V01.03.07.023_FW%2Bassociated_LANG_file,https://www.schneider-electric.cn/zh/download/document/PM5340_V01.03.07.023_FW%252Bassociated_LANG_file/,,,,,,,PM5340.zip

PM5110 V01.03.07.038 Firmware and associated Language File (PM5xxxLL2000) V01.04.07.038,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=PM5110.zip&p_Doc_Ref=PM5110_V01.03.07.038_FW%2Bassociated_LANG_file,https://www.schneider-electric.cn/zh/download/document/PM5110_V01.03.07.038_FW%252Bassociated_LANG_file/,,,,,,,PM5110.zip

EGX300 v4.370 Firmware and 4.370 Disk Update v4.370,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=v4.370.zip&p_Doc_Ref=EGX300+v4.370+Firmware+and+4.370+Disk+Update,https://www.schneider-electric.cn/zh/download/document/EGX300+v4.370+Firmware+and+4.370+Disk+Update/,EGX300 v4.370 Firmware and 4.370 Disk Update,固件-发布,英语,2014-06-30,v4.370,...,v4.370.zip

M580 BMEP584040 - Firmware Update V2.41,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=BMEP584040.7z&p_Doc_Ref=M580_BMEP584040_SV2.41,https://www.schneider-electric.cn/zh/download/document/M580_BMEP584040_SV2.41/,M580_BMEP584040_SV2.41,固件-发布,英语,2017-10-16,V2.41,Modicon M580,BMEP584040.7z

Revocation List of Power Quality Mitigation Master for firmware signing v1.0,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=PowerQualityMitigationMaster.cer&p_Doc_Ref=PKICER_POWQUALMAST,https://www.schneider-electric.cn/zh/download/document/PKICER_POWQUALMAST/,PKICER_POWQUALMAST,固件-发布,英语,2017-01-18,v1.0,...,PowerQualityMitigationMaster.cer

BMXEHC0800(H) firmware V1.20,https://download.schneider-electric.com/files?p_Archive_Name=BMXEHC0800_FW.zip&p_enDocType=Firmware&p_Doc_Ref=BMXEHC0800_FW,https://www.schneider-electric.cn/zh/download/document/BMXEHC0800_FW/,BMXEHC0800_FW,固件-发布,英语,2017-09-11,V1.20,Modicon X80 I/O平台,BMXEHC0800_FW.zip

M580 BMEP584040 - Firmware Update V2.50,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=BMEP584040.zip&p_Doc_Ref=M580_BMEP584040_SV2.50,https://www.schneider-electric.cn/zh/download/document/M580_BMEP584040_SV2.50/,M580_BMEP584040_SV2.50,固件-发布,英语,2018-04-06,V2.50,Modicon M580,BMEP584040.zip

Firmware LXM32M V01.20.05,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=LXM32M_V01.20.05.hex&p_Doc_Ref=Firmware+LXM32M++V01.20.05,https://www.schneider-electric.cn/zh/download/document/Firmware+LXM32M++V01.20.05/,Firmware LXM32M V01.20.05,固件-发布,英语,2015-06-10,V01.20.05,Lexium 32系列伺服,LXM32M_V01.20.05.hex

Quantum 140CPU67x60 HSBY Copro firmware version V3.10,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=140CPU67x6x_HsbyCopro_V310.zip&p_Doc_Ref=140CPU67X6X+hsby+copro+V3.10,https://www.schneider-electric.cn/zh/download/document/140CPU67X6X+hsby+copro+V3.10/,,,,,,,140CPU67x6x_HsbyCopro_V310.zip

Firmware LXM32M Multiloader V01.20.05,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=MLD_LXM32M_V01.20.05_FlashApi_V2_012.zip&p_Doc_Ref=Firmware+LXM32M++V01.20.05+Multiloader,https://www.schneider-electric.cn/zh/download/document/Firmware+LXM32M++V01.20.05+Multiloader/,Firmware LXM32M V01.20.05 Multiloader,固件-发布,英语,2018-11-06,V01.20.05,Lexium 32系列伺服,MLD_LXM32M_V01.20.05_FlashApi_V2_012.zip

EGX300 v4.400 Firmware and 4.400 Disk Update v4.400,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=v4.400.zip&p_Doc_Ref=EGX300+v4.400+Firmware+and+4.400+Disk+Update,https://www.schneider-electric.cn/zh/download/document/EGX300+v4.400+Firmware+and+4.400+Disk+Update/,EGX300 v4.400 Firmware and 4.400 Disk Update,固件-发布,英语,2015-08-07,v4.400,EGX300,v4.400.zip

Firmware update for Enerlin'X FDM128 v8.0.16,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=EnerlinX_FDM128_Firmware_V8_0_16.zip&p_Doc_Ref=EnerlinX_FDM128_software,https://www.schneider-electric.cn/zh/download/document/EnerlinX_FDM128_software/,EnerlinX_FDM128_software,固件-发布,英语,2020-11-01,v8.0.16,FDM柜门显示屏,EnerlinX_FDM128_Firmware_V8_0_16.zip

Easy Metered rack PDU 3PH firmware 1.0,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=EPDU_MP3_VM_V1510.zip&p_Doc_Ref=EPDU_METERED_3PH_FIRMWARE,https://www.schneider-electric.cn/zh/download/document/EPDU_METERED_3PH_FIRMWARE/,EPDU_METERED_3PH_FIRMWARE,固件-发布,英语,2020-10-27,1.0,Easy Metered Rack PDU,EPDU_MP3_VM_V1510.zip

Easy Metered rack PDU 1PH firmware 16.10,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=EPDU_MP1_VM_V1610.zip&p_Doc_Ref=EPDU_METERED_1PH_FIRMWARE,https://www.schneider-electric.cn/zh/download/document/EPDU_METERED_1PH_FIRMWARE/,EPDU_METERED_1PH_FIRMWARE,固件-发布,英语,2020-10-27,16.10,Easy Metered Rack PDU,EPDU_MP1_VM_V1610.zip

"ION9000 V002.000.000 (v 2.0.0) Firmware and Associated Files - Meter Template, Modbus Map document, SNMP MIB, Web pages v2.0.0",https://download.schneider-electric.com/files?p_Archive_Name=ION9000_V002.000.000.zip&p_enDocType=Firmware&p_Doc_Ref=ION9000_V002.000.000,https://www.schneider-electric.cn/zh/download/document/ION9000_V002.000.000/,ION9000_V002.000.000,固件-发布,英语,2018-10-16,v2.0.0,...,ION9000_V002.000.000.zip

PM5560_PM5563 V2.5.4 Firmware V2.5.4,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=PM5560_PM5563_V2.5.4_Release.zip&p_Doc_Ref=PM5560_PM5563_V2.5.4_Release,https://www.schneider-electric.cn/zh/download/document/PM5560_PM5563_V2.5.4_Release/,PM5560_PM5563_V2.5.4_Release,固件-发布,英语,2018-07-26,V2.5.4,PM5000,PM5560_PM5563_V2.5.4_Release.zip

"FFTK firmware revision 1.25_Masterpact NT,NW, Compact NS>630, Micrologic 1",https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=FFTK+Firmware+Version+1.25.rar&p_Doc_Ref=FFTK+firmware,https://www.schneider-electric.cn/zh/download/document/FFTK+firmware/,FFTK firmware,固件-发布,英语,2012-02-23,1,"Masterpact MT/NW 1000V, Micrologic 控制单元",FFTK+Firmware+Version+1.25.rar

EGX300 v4.400 Firmware and 4.450 Disk Update v4.450,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=v4.450.zip&p_Doc_Ref=EGX300+v4.400+Firmware+and+4.450+Disk+Update,https://www.schneider-electric.cn/zh/download/document/EGX300+v4.400+Firmware+and+4.450+Disk+Update/,EGX300 v4.400 Firmware and 4.450 Disk Update,固件-发布,英语,2015-09-08,v4.450,EGX300,v4.450.zip

Modicon M580 CPU firmware history V2.70,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=Modicon+M580+CPU+firmware+history+2.70.pdf.zip&p_Doc_Ref=M580_CPU_FW_HISTORY_SV2.70,https://www.schneider-electric.cn/zh/download/document/M580_CPU_FW_HISTORY_SV2.70/,M580_CPU_FW_HISTORY_SV2.70,固件-发布,英语,2018-07-20,V2.70,Modicon M580,Modicon+M580+CPU+firmware+history+2.70.pdf.zip

T200 Modbus firmware V7.00.01.00,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=SC2-04MOD-07000100.zip&p_Doc_Ref=SC2_T200_MBUS,https://www.schneider-electric.cn/zh/download/document/SC2_T200_MBUS/,SC2_T200_MBUS,固件-发布,德语/ 法语/ 英语/ 葡萄牙语/ 西班牙语,2018-10-02,V7.00.01.00,Easergy T200I 中压电网终端控制单元,SC2-04MOD-07000100.zip

T200 IEC firmware V7.00.01.00,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=SC2-04IEC-07000100.zip&p_Doc_Ref=SC2_T200_IEC,https://www.schneider-electric.cn/zh/download/document/SC2_T200_IEC/,SC2_T200_IEC,固件-发布,德语/ 法语/ 英语/ 葡萄牙语/ 西班牙语,2018-10-02,V7.00.01.00,Easergy T200I 中压电网终端控制单元,SC2-04IEC-07000100.zip

T200 DNP3 firmware V7.00.01.00,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=SC2-04DNP-07000100.zip&p_Doc_Ref=SC2_T200_DNP,https://www.schneider-electric.cn/zh/download/document/SC2_T200_DNP/,SC2_T200_DNP,固件-发布,德语/ 法语/ 英语/ 葡萄牙语/ 西班牙语,2018-10-02,V7.00.01.00,Easergy T200I 中压电网终端控制单元,SC2-04DNP-07000100.zip

Link150 firmware update v5.0.29 v5.0.29,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=Link150FirmwareAndDataFilesV500000029.zip&p_Doc_Ref=FW_v5.0.29,https://www.schneider-electric.cn/zh/download/document/FW_v5.0.29/,FW_v5.0.29,固件-发布,英语,2019-02-19,v5.0.29,Link150以太网关,Link150FirmwareAndDataFilesV500000029.zip

C-Bus Firmware for 5500SHAC Automation Contoller V1.6.0,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=5500SHAC_Firmware_V1.6.0.zip&p_Doc_Ref=5500SHAC_Firmware_V1.6.0,https://www.schneider-electric.cn/zh/download/document/5500SHAC_Firmware_V1.6.0/,5500SHAC_Firmware_V1.6.0,固件-发布,英语,2018-08-14,V1.6.0,C-Bus产品手册,5500SHAC_Firmware_V1.6.0.zip

Firmware LXM32S V01.04.20 Multiloader V01.04.20,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=MLD_LXM32S_V01.04.20.zip&p_Doc_Ref=Firmware_LXM32S_V01_04_20_MLD,https://www.schneider-electric.cn/zh/download/document/Firmware_LXM32S_V01_04_20_MLD/,Firmware_LXM32S_V01_04_20_MLD,固件-发布,英语,2019-03-13,V01.04.20,Lexium 32系列伺服,MLD_LXM32S_V01.04.20.zip
